"Time (Epoch, UTC)"	N1 (cm-3)	N2	N3	N4	Dp1 (um)	Dp2	Dp3	Dp4	SD1	SD2	SD3	SD4
1658850476	3470.1				0.01718				1.22			
1658850685	3531.7				0.01777				1.21			
1658850895	3763.7				0.01848				1.21			
1658851105	4064.1				0.01934				1.21			
1658851315	4303.9				0.02011				1.21			
1658851525	4443				0.02129				1.21			
1658851735	4716.1				0.02252				1.2			
1658851945	4901.3				0.02371				1.2			
1658854464	5920.5	16020.5			0.03971	0.02001			1.14	1.24		
1658854673	5839.7	17169.6			0.04129	0.0214			1.13	1.24		
1658854883	5567.3	17908.1			0.04289	0.02285			1.13	1.23		
1658855093	5529.7	18051.4			0.04407	0.02405			1.13	1.22		
1658855303	5421	18370.1			0.04529	0.02517			1.12	1.21		
1658855513	5323.2	18224.1			0.0467	0.02651			1.12	1.2		
1658855722	5141.3	18780.8			0.04836	0.02816			1.12	1.2		
1658855932	4974.3	18764.8			0.04985	0.02965			1.12	1.19		
1658858240	4562.5	17256.8			0.06429	0.04463			1.11	1.14		
1658858449	4655.6	16692			0.06565	0.04607			1.11	1.13		
1658858659	4684.9	15739.3			0.06709	0.04752			1.11	1.13		
1658858869	4673.7	15319.4			0.06835	0.04899			1.11	1.12		
1658859079	4301.8	15087.2			0.06993	0.05063			1.11	1.12		
1658859288	4355.8	14299.2			0.07121	0.0521			1.11	1.12		
1658859498	4285.1	13707.7			0.07265	0.05352			1.11	1.12		
1658859708	4111.4	13235			0.07414	0.05492			1.1	1.11		
1658862015	3415.6	9773.6			0.08734	0.06868			1.09	1.09		
1658862225	3203.8	9639			0.08878	0.06996			1.09	1.09		
1658862435	2969.8	9650.6			0.09075	0.07135			1.1	1.1		
1658862645	2789	9298.5			0.0923	0.07261			1.1	1.1		
1658862854	2661	8893.8			0.09384	0.07413			1.1	1.1		
1658863064	2551.2	8646.5			0.09542	0.07557			1.1	1.1		
1658863274	2366.5	8393.6			0.09693	0.07727			1.1	1.1		
1658863484	2249.9	8021.7			0.09843	0.07854			1.1	1.1		
1658865791	  	  	5914.23139		  	  	0.09278		  	  	1.09	
1658866001	  	  	6683.61675		  	  	0.09588		  	  	1.1	
1658866211	  	  	6076.02188		  	  	0.09704		  	  	1.09	
1658866420	  	  	5925.27902		  	  	0.09853		  	  	1.09	
1658866630	  	  	6078.78579		  	  	0.10006		  	  	1.1	
1658866840	  	  	5501.09821		  	  	0.10118		  	  	1.09	
1658867050	  	  	4910.7171		  	  	0.10236		  	  	1.08	
1658867260	  	  	4787.15965		  	  	0.10374		  	  	1.08	
1658867470	  	  	4921.15824		  	  	0.10534		  	  	1.09	
1658869780	  	  	3811.95409		  	  	0.12001		  	  	1.09	
1658869990	  	  	3531.89984		  	  	0.12132		  	  	1.08	
1658870200	  	  	3409.0824		  	  	0.12269		  	  	1.08	
1658870410	  	  	3224.8753		  	  	0.12432		  	  	1.08	
1658870620	  	  	3310.11646		  	  	0.12555		  	  	1.09	
1658870830	  	  	2985.57781		  	  	0.12649		  	  	1.08	
1658871040	  	  	2938.71918		  	  	0.12803		  	  	1.08	
1658871250	  	  	2786.14252		  	  	0.12952		  	  	1.08	
1658873561	  	  	2287.50703		  	  	0.14335		  	  	1.08	
1658873771	  	  	2265.28553		  	  	0.14407		  	  	1.08	
1658873981	  	  	2127.27232		  	  	0.14479		  	  	1.07	
1658874191	  	  	2105.19876		  	  	0.14528		  	  	1.07	
1658874401	  	  	2116.84838		  	  	0.14549		  	  	1.07	
1658874611	  	  	2063.00255		  	  	0.14597		  	  	1.07	
1658874822	  	  	2004.76432		  	  	0.14634		  	  	1.07	
1658875032	  	  	1948.72255		  	  	0.14676		  	  	1.07	
1658877342	  	  	1276.10693		  	  	0.15141		  	  	1.07	
1658877552	  	  	1187.55515		  	  	0.15153		  	  	1.07	
1658877763	  	  	1175.65206		  	  	0.15197		  	  	1.07	
1658877973	  	  	1130.89461		  	  	0.15234		  	  	1.07	
1658878183	  	  	1070.21033		  	  	0.15236		  	  	1.07	
1658878393	  	  	1066.1704		  	  	0.15266		  	  	1.07	
1658878603	  	  	1033.41121		  	  	0.15295		  	  	1.07	
1658878813	  	  	1052.0533		  	  	0.15289		  	  	1.07	
1658881168	  	  	855.12377		  	  	0.15318		  	  	1.07	
1658881378	  	  	826.81439		  	  	0.15332		  	  	1.07	
1658881588	  	  	814.99423		  	  	0.1532		  	  	1.07	
1658881798	  	  	776.3138		  	  	0.15309		  	  	1.07	
1658882008	  	  	756.15014		  	  	0.1531		  	  	1.07	
1658882218	  	  	722.6737		  	  	0.15322		  	  	1.07	
1658882428	  	  	690.51488		  	  	0.15329		  	  	1.07	
1658882638	  	  	673.65458		  	  	0.15324		  	  	1.07	
1658885157	  	  	510.41861		  	  	0.15304		  	  	1.07	
1658927354	32761.8				0.01811				1.24			
1658927564	33444.4				0.01887				1.24			
1658927773	33776.2				0.0196				1.24			
1658927983	34057.8				0.02029				1.24			
1658928193	33850.8				0.02102				1.24			
1658928403	33276.3				0.02174				1.24			
1658928613	32926.3				0.02239				1.24			
1658928822	32413.7				0.02301				1.24			
1658931130	25320.9				0.02954				1.22			
1658931339	23247.7				0.03023				1.22			
1658931549	25158.2				0.03093				1.22			
1658931760	25031.8				0.03152				1.22			
1658931970	23732.4				0.03212				1.22			
1658932180	20118.2				0.03267				1.22			
1658932390	18443.5				0.03327				1.22			
1658934701	17690.4				0.03861				1.2			
1658934911	17320.2				0.03889				1.2			
1658935120	16010.6				0.03915				1.2			
1658935331	15331.1				0.03933				1.19			
1658935541	14341.9				0.03962				1.19			
1658935751	14020.7				0.03995				1.19			
1658935961	13514.6				0.04015				1.2			
1658936170	12758.5				0.04031				1.19			
1658938481	9247				0.04366				1.19			
1658938691	9105.7				0.04374				1.19			
1658938901	8678.1				0.04411				1.19			
1658939111	8358.6				0.04426				1.19			
1658939321	8112.6				0.04453				1.19			
1658939531	7640				0.04465				1.18			
1658939741	7342.2				0.04512				1.18			
1658939951	7185.9				0.04581				1.18			
1658940161	6928.7				0.04631				1.18			
1658942469	5149.7				0.05107				1.16			
1658942679	4925.6				0.05122				1.16			
1658942889	4769.8				0.05134				1.16			
1658943098	4545.2				0.05155				1.16			
1658943308	4367.4				0.05174				1.16			
1658943518	4185.9				0.05186				1.16			
1658943728	4098.3				0.0521				1.16			
1658943937	3841.4				0.05233				1.16			
1658946247	3070.3				0.05516				1.15			
1658946458	2980.5				0.05519				1.15			
1658946668	2873.7				0.05531				1.15			
1658946878	2809.4				0.05547				1.15			
1658947088	2682.3				0.05558				1.15			
1658947298	2610.9				0.05579				1.15			
1658947508	2510.4				0.05596				1.15			
1658947718	2430.1				0.05619				1.15			
1658950029	1890.8	1138.7			0.05785	0.01626			1.14	1.17		
1658950239	1809.3	1067.9			0.05814	0.01648			1.14	1.17		
1658950448	1740.2	1081.7			0.05838	0.01692			1.14	1.16		
1658950659	1711.9	1142.1			0.05854	0.01736			1.14	1.16		
1658950869	1627.9	1149.3			0.05912	0.01778			1.14	1.16		
1658951079	1586.8	1120.1			0.05957	0.01818			1.14	1.15		
1658951289	1538.7	1111.5			0.06003	0.01868			1.14	1.15		
1658951499	1439.2	1071.5			0.0602	0.01908			1.14	1.15		
1658953830	1071.9	1159			0.06583	0.02626			1.12	1.11		
1658954040	1042.5	1180.3			0.0662	0.02684			1.12	1.11		
1658954250	999	1134.8			0.06671	0.02749			1.12	1.11		
1658954459	977.6	1111.9			0.06715	0.02819			1.12	1.1		
1658954670	949.7	1095.3			0.06742	0.02867			1.12	1.1		
1658954880	899	1102.4			0.06781	0.02905			1.12	1.1		
1658955090	878.7	1068.2			0.06802	0.02946			1.12	1.1		
1658955300	827.8	1021.5			0.06837	0.02985			1.12	1.1		
1658955510	792.9	983.4			0.06891	0.03034			1.11	1.1		
1658957820	597.4	824.4			0.07192	0.03446			1.11	1.09		
1658958030	568.2	826.4			0.07222	0.03485			1.11	1.09		
1658958240	538.6	795.4			0.07225	0.03494			1.11	1.09		
1658958450	532	772.4			0.07262	0.03543			1.11	1.09		
1658958660	506.5	729.6			0.07252	0.03548			1.11	1.09		
1658958869	471.8	707.6			0.07266	0.03568			1.11	1.1		
1658959289	446.2	657.6			0.07323	0.0363			1.11	1.09		
1658961667	322.9	500.4			0.07427	0.03827			1.11	1.09		
1658961877	316.2	477.5			0.07438	0.03841			1.11	1.09		
1658962087	295.2	462.9			0.07449	0.03862			1.1	1.09		
1658962297	291.1	445.8			0.0746	0.03868			1.11	1.09		
1658962507	281.1	433.3			0.07469	0.03881			1.1	1.09		
1658962717	265.9	430.4			0.07455	0.03874			1.1	1.09		
1658962927	253.7	403.8			0.07468	0.03899			1.1	1.09		
1658963137	246.9	383.9			0.07446	0.03902			1.1	1.09		
1658965445	178.5	283.4			0.07462	0.03946			1.1	1.08		
1658965654	167.7	277.1			0.07452	0.03939			1.1	1.09		
1658965864	164.2	263.6			0.07444	0.03936			1.1	1.09		
1658966074	161	264.8			0.07465	0.03928			1.11	1.09		
1658966284	159.6	252.9			0.07438	0.0394			1.1	1.09		
1658966495	154	238.9			0.07456	0.03948			1.11	1.09		
1658966704	144.5	237.6			0.07429	0.03943			1.1	1.09		
1658966915	142	221.9			0.07422	0.03947			1.11	1.09		
1658969225	102.7	172			0.07456	0.03977			1.1	1.09		
1658969435	105.8	177.8			0.07414	0.03966			1.11	1.1		
1658969645	99.7	159.5			0.07456	0.03961			1.11	1.1		
1658969855	96.1	157.8			0.07463	0.03956			1.1	1.1		
1658970065	86.7	147.1			0.07447	0.03953			1.11	1.09		
1658970275	90.8	149.2			0.07427	0.03972			1.12	1.1		
1658970485	87.8	145.5			0.07423	0.03971			1.11	1.1		
1658970694	83.3	133.4			0.07425	0.0395			1.11	1.09		
1658973215	57.5	89.8			0.07432	0.03961			1.1	1.09		
1658973425	58.3	89.8			0.07433	0.0394			1.11	1.09		
1658973635	56.3	85.4			0.07407	0.0396			1.11	1.08		
1658973845	53.2	85.6			0.07374	0.03949			1.1	1.09		
1658974055	50.3	84.8			0.07446	0.03938			1.1	1.1		
1658974265	45.9	81.6			0.0739	0.03951			1.11	1.09		
1658974475	48.3	78.8			0.07405	0.03961			1.11	1.09		
1658974685	44.8	70.1			0.07419	0.03964			1.1	1.09		
1658976996	33	53.2			0.07399	0.03983			1.12	1.1		
1658977206	32.7	53.8			0.07433	0.03985			1.12	1.1		
1658977416	31.5	53.1			0.07414	0.03971			1.12	1.1		
1658977626	30.3	46.3			0.07423	0.0397			1.11	1.08		
1658977836	29.7	47.9			0.07393	0.0398			1.11	1.1		
1658978046	30	44.1			0.0737	0.04019			1.12	1.09		
1658978256	27	49.5			0.074	0.03991			1.11	1.1		
1659012651	32448				0.01446				1.23			
1659012862	34073.6				0.01513				1.24			
1659013071	33658.2				0.01612				1.23			
1659015382	35798.6				0.02472				1.2			
1659015592	35692.8				0.02535				1.2			
1659015802	34952.5				0.02586				1.2			
1659016012	32926.6				0.02663				1.19			
1659016222	32816.9				0.02716				1.19			
1659016432	33443.2				0.02794				1.19			
1659016642	31368.3				0.02846				1.19			
1659016852	29153.3				0.02898				1.18			
1659019162	24993.1				0.03507				1.19			
1659019372	24384				0.03552				1.19			
1659019582	23817.6				0.03594				1.19			
1659019791	23105.9				0.03628				1.19			
1659020001	21802.1				0.03676				1.19			
1659020212	21186.7				0.03701				1.19			
1659020422	20435.1				0.03749				1.19			
1659020632	20247.8				0.03785				1.19			
1659023152	15164.9				0.04213				1.19			
1659023362	14947.2				0.04257				1.19			
1659023572	14570.2				0.04282				1.19			
1659023782	13535.8				0.04329				1.19			
1659023992	13216.6				0.04375				1.19			
1659024202	12625.1				0.04408				1.19			
1659024412	12104.4				0.04433				1.19			
1659024622	11898.6				0.04412				1.19			
1659027140	9563.5				0.04642				1.18			
1659027350	8437.3				0.04564				1.19			
1659027560	7840.2				0.04595				1.18			
1659027770	7902.8				0.04662				1.19			
1659027980	7357.6				0.04614				1.18			
1659028190	6975.3				0.047				1.18			
1659028399	7113.2				0.04662				1.19			
1659030708	5272				0.05193				1.18			
1659030918	5169.1				0.05182				1.18			
1659031128	4948.8				0.05189				1.19			
1659031338	4929.1				0.05161				1.18			
1659031547	4842				0.05157				1.19			
1659031757	4343.9				0.05308				1.18			
1659031967	4255.3				0.05331				1.18			
1659032178	4286				0.05327				1.19			
1659034699	2666.4				0.05868				1.17			
1659034908	2696.3				0.05853				1.18			
1659035118	2342.1				0.05978				1.16			
1659035328	2422.7				0.05966				1.18			
1659035538	2183.2				0.06064				1.17			
1659035748	2194.1				0.06036				1.17			
1659035958	2091.7				0.06048				1.17			
1659036168	2040				0.06056				1.17			
1659038476	1417.8				0.06225				1.16			
1659038686	1414.1				0.06219				1.17			
1659038895	1218.2				0.06264				1.14			
1659039105	1160.1				0.06287				1.14			
1659039315	1138.7				0.06345				1.14			
1659039525	1092.2				0.06343				1.14			
1659039735	1027.9				0.06369				1.14			
1659039944	994				0.06393				1.14			
1659042252	722.1	111.5			0.06577	0.017			1.14	1.12		
1659042462	716	110.9			0.06579	0.01747			1.14	1.12		
1659042882	641.2	105.1			0.06658	0.0182			1.14	1.12		
1659043092	603.3	114.1			0.06727	0.01858			1.14	1.12		
1659043302	611.5	115.8			0.06732	0.01917			1.14	1.12		
1659043721	538.6	108.7			0.0681	0.01996			1.14	1.12		
1659046593	365.1	112.9			0.06972	0.02317			1.13	1.12		
1659046803	344.1	117.3			0.0697	0.02306			1.14	1.12		
1659047013	321.8	103.6			0.07012	0.02344			1.13	1.12		
1659047223	301.4	104.5			0.07004	0.02337			1.13	1.12		
1659047433	302	94.7			0.07022	0.02384			1.13	1.12		
1659047643	283.2	94.7			0.07072	0.0241			1.13	1.12		
1659049952	203.4	79.7			0.07101	0.02591			1.14	1.12		
1659050162	  	77.8			  	0.02613			  	1.11		
1659050372	  	67.9			  	0.02619			  	1.12		
1659050792	  	68.5			  	0.02632			  	1.11		
1659051002	  	62			  	0.02664			  	1.12		
1659051212	  	62.3			  	0.02637			  	1.12		
1659051422	  	62.2			  	0.02668			  	1.12		
1659053942	  	59.5			  	0.02605			  	1.12		
1659054782	  	48.4			  	0.02674			  	1.11		
1659055412	  	42.3			  	0.02668			  	1.12		
1659057932	  	37.7			  	0.02662			  	1.12		
1659101137	5084.4				0.01338				1.15			
1659101347	4852.5				0.01386				1.13			
1659103656	8105.7				0.01666				1.2			
1659103866	9863.3				0.01679				1.2			
1659104076	9335.7				0.01687				1.2			
1659104286	8877.6				0.01705				1.2			
1659104496	8751.4				0.01726				1.2			
1659104705	8293				0.01757				1.2			
1659104915	8090.1				0.01769				1.2			
1659105335	7687.8				0.01821				1.21			
1659107643	7956.8				0.0232				1.19			
1659107852	7792.8				0.0236				1.18			
1659108062	7794.5				0.02419				1.18			
1659108272	7923.9				0.02481				1.18			
1659108482	7687.2				0.02518				1.18			
1659108691	7309.3				0.02565				1.17			
1659108901	7013.6				0.02621				1.17			
1659109111	6945.6				0.02675				1.16			
1659111418	5222				0.02964				1.15			
1659111628	5032.7				0.02988				1.14			
1659111837	4851.5				0.02994				1.14			
1659112047	4660.9				0.03014				1.16			
1659112257	4469.1				0.03043				1.15			
1659112466	4389.8				0.03054				1.15			
1659112676	4233.4				0.03083				1.14			
1659112886	4116				0.03119				1.14			
1659115194	3303.5				0.03516				1.13			
1659115404	3152				0.03544				1.13			
1659115613	3046.5				0.03556				1.13			
1659115823	2917.6				0.03568				1.12			
1659116033	2567.1				0.03579				1.12			
1659116243	2529.2				0.03574				1.13			
1659116453	2563.1				0.03581				1.12			
1659116663	2451				0.03581				1.12			
1659116874	2339.9				0.03605				1.12			
1659117084	2273.2				0.03608				1.12			
1659119394	1776.8				0.03758				1.12			
1659119604	1680.1				0.03774				1.14			
1659119814	1619.3				0.03784				1.14			
1659120024	1543.1				0.0381				1.13			
1659120234	1493.4				0.03817				1.13			
1659120444	1449.4				0.03857				1.12			
1659120654	1397.6				0.03888				1.12			
1659120864	1340.2				0.03924				1.12			
1659123174	1012.8	642.3			0.04346	0.01398			1.12	1.13		
1659123383	964.6	649.7			0.0435	0.0139			1.11	1.14		
1659123593	923.5	661.4			0.04338	0.01388			1.12	1.13		
1659123803	889.4	644.2			0.04329	0.01383			1.12	1.13		
1659124013	856.7	603.6			0.04342	0.01392			1.12	1.14		
1659124222	797.5	559.4			0.04358	0.01395			1.11	1.14		
1659124432	770.1	537.9			0.04333	0.01398			1.12	1.13		
1659124642	750.5	536.2			0.04338	0.014			1.12	1.13		
1659127370	584.4	386.8			0.04624	0.01823			1.1	1.13		
1659127580	544.8	334.5			0.04668	0.01861			1.11	1.14		
1659127789	406.1	340.7			0.04694	0.01895			1.11	1.16		
1659127999	414.7	360.9			0.04707	0.01929			1.1	1.13		
1659128209	374.1	327.7			0.04753	0.01959			1.1	1.15		
1659128419	356.9	336.4			0.04747	0.01991			1.11	1.14		
1659128629	356.2	320.1			0.04782	0.02019			1.1	1.12		
1659130939	339	265.6	132.16705		0.04893	0.02175	0.01463		1.1	1.1	1.1	
1659131149	229.7	242.7	128.82744		0.04896	0.02193	0.01454		1.1	1.1	1.1	
1659131360	227.2	223.2	119.22224		0.04901	0.02202	0.01478		1.1	1.1	1.09	
1659131570	220.3	225.4	122.20025		0.04912	0.02209	0.01489		1.1	1.1	1.09	
1659131781	199.4	206.3	114.18793		0.04932	0.02234	0.01478		1.1	1.1	1.1	
1659131991	191.4	212.8	113.62977		0.04943	0.02258	0.0152		1.09	1.1	1.1	
1659132412	180.8	194.5	107.79333		0.04988	0.02292	0.01524		1.09	1.1	1.1	
1659134934	133.9	152.4	116.83568		0.05154	0.02585	0.0184		1.1	1.09	1.1	
1659135827	98.7	137.4	106.90558		0.05171	0.02621	0.01857		1.09	1.09	1.1	
1659136247	97.9	125.7	105.90626		0.05196	0.02648	0.01882		1.1	1.09	1.1	
1659138560	95.7	86.1	93.77719		0.05243	0.02737	0.01927		1.1	1.09	1.1	
1659138771	65.9	74.5	80.88868		0.0518	0.02738	0.01919		1.1	1.08	1.1	
1659138981	56.8	82.8	81.6761		0.05238	0.02741	0.01909		1.1	1.09	1.1	
1659139191	51.9	83.4	77.15928		0.05285	0.02739	0.01906		1.09	1.1	1.1	
1659139402	48.3	73.1	75.71543		0.05242	0.02732	0.01914		1.1	1.09	1.1	
1659139612	46.5	73.5	75.28362		0.05257	0.02753	0.01938		1.1	1.1	1.1	
1659139823	46.7	66.5	74.92398		0.05255	0.02754	0.01955		1.09	1.08	1.1	
1659140033	42.6	63.5	65.941		0.05272	0.02762	0.01954		1.1	1.09	1.1	
1659197232	1387.7				0.01799				1.17			
1659197442	1376.9				0.01824				1.17			
1659197652	1276				0.01842				1.17			
1659197862	1292.5				0.01853				1.17			
1659198071	1285.3				0.01867				1.17			
1659198281	1281.2				0.01881				1.17			
1659198491	1203.8				0.01882				1.17			
1659198700	1170.6				0.01909				1.17			
1659201008	1076.5				0.02176				1.16			
1659201218	1026.7				0.02208				1.16			
1659201637	953.2				0.02266				1.14			
1659201847	945.4				0.02305				1.14			
1659202057	897.1				0.02353				1.14			
1659202267	904.2				0.02396				1.14			
1659202476	895.2				0.02434				1.14			
1659204787	741.6				0.0276				1.12			
1659204997	733.4				0.02783				1.12			
1659205207	699.3				0.02802				1.12			
1659205417	687				0.02819				1.12			
1659205627	688				0.0284				1.12			
1659205837	663.2				0.02869				1.12			
1659206047	632.8				0.02938				1.13			
1659206257	572.9				0.02952				1.13			
1659208568		2125.8				0.01422				1.16		
1659208778		2186				0.01428				1.16		
1659208988		2155.4				0.01466				1.16		
1659209198		2405.5				0.01456				1.18		
1659209408		2381.1				0.01462				1.18		
1659209618		2396.8				0.01512				1.18		
1659209828		2396.1				0.01555				1.18		
1659210038		2381				0.0158				1.18		
1659212558		2057.8				0.0187				1.16		
1659212769		2027.9				0.01897				1.16		
1659212979		2039.9				0.01931				1.17		
1659213189		1959.9				0.01961				1.16		
1659213398		1974.6				0.02007				1.16		
1659213608		1841				0.0203				1.15		
1659214028		1881.5				0.02092				1.17		
1659216335		1434.9				0.02347				1.13		
1659216545		1427.3				0.02373				1.14		
1659216965		1373.3				0.02416				1.14		
1659217174		1282.6				0.02426				1.13		
1659217384		1213.5				0.02445				1.13		
1659217594		1160.4				0.02464				1.12		
1659217804		1166.6				0.02478				1.13		
1659220425		825.5				0.02597				1.12		
1659220634		802.9				0.026				1.12		
1659220844		736.8				0.02611				1.11		
1659221054		688				0.02621				1.11		
1659221264		696.9				0.02629				1.13		
1659221474		658.1				0.0264				1.12		
1659221684		667				0.02653				1.13		
1659223994		408				0.02681				1.11		
1659224204		394.7				0.02678				1.11		
1659224414		376.2				0.02677				1.11		
1659224624		351.5				0.02676				1.11		
1659224834		336.4				0.02687				1.11		
1659225044		351.4				0.02686				1.12		
1659225254		310.9				0.02679				1.11		
1659225464		293.1				0.02675				1.11		
1659227774		210				0.02662				1.12		
1659227984		185.5				0.02665				1.1		
1659228194		194.9				0.02656				1.11		
1659228403		190.4				0.02645				1.13		
1659228613		168.9				0.02638				1.12		
1659228823		163.1				0.0267				1.12		
1659229033		142.7				0.02651				1.11		
1659229243		145				0.02648				1.12		
1659231764		103				0.02647				1.11		
1659231974		99				0.02654				1.12		
1659232185		101				0.02628				1.12		
1659274036	13736.7				0.0156				1.2			
1659274246	13601				0.01613				1.2			
1659274456	13228.1				0.01651				1.2			
1659274666	13149.2				0.01695				1.2			
1659274875	13495.3				0.01734				1.2			
1659275086	13736.5				0.01777				1.2			
1659275296	13763.2				0.01809				1.21			
1659277606	11988.2				0.0224				1.2			
1659277816	11795.2				0.02275				1.2			
1659278027	11631.5				0.02301				1.2			
1659278236	11396.9				0.02358				1.19			
1659278446	10848.2				0.02394				1.19			
1659278656	10456.4				0.02426				1.19			
1659278866	10260.2				0.02459				1.2			
1659279076	8946.5				0.02516				1.17			
1659281593	7577.6				0.02845				1.18			
1659281803	7357.5				0.02864				1.17			
1659282013	7500.4				0.02893				1.19			
1659282223	6955.6				0.02906				1.18			
1659282433	6882				0.02946				1.18			
1659282643	6594.8				0.02943				1.18			
1659282854	6098.6				0.03025				1.17			
1659283064	6138.6				0.03028				1.18			
1659285373	4921.9				0.0341				1.17			
1659285583	4880				0.03439				1.17			
1659285793	4640				0.03481				1.16			
1659286003	4480.9				0.03517				1.16			
1659286213	4449.8				0.03557				1.16			
1659286423	4329.7				0.03585				1.16			
1659286633	4121.3				0.03632				1.16			
1659286843	3995.9				0.03678				1.16			
1659289153	3541.2				0.04075				1.14			
1659289363	3448.7				0.04098				1.14			
1659289573	3358.5				0.04138				1.14			
1659289783	3320.7				0.04154				1.14			
1659289993	3249				0.04189				1.14			
1659290203	3133				0.04203				1.14			
1659290413	3038.5				0.04263				1.14			
1659290623	2936.2				0.04305				1.14			
1659292934	2054.7				0.04631				1.12			
1659293144	2024.3				0.04655				1.12			
1659293354	1988				0.04681				1.12			
1659293564	1930.1				0.04711				1.12			
1659293774	1815.4				0.04736				1.12			
1659293984	1793				0.04762				1.12			
1659294194	1765.8				0.04785				1.12			
1659296924	1445.7				0.05002				1.12			
1659297134	1347				0.05101				1.12			
1659297344	1354.4				0.0504				1.12			
1659297555	1214.3				0.05133				1.12			
1659297765	1187.2				0.05155				1.12			
1659297975	1169				0.05188				1.12			
1659298185	1104.2				0.05194				1.12			
1659298395	1051.6				0.05238				1.12			
1659300704	881				0.05316				1.12			
1659300914	772.1				0.05451				1.12			
1659301124	730.9				0.05481				1.12			
1659301334	722.9				0.05473				1.12			
1659301543	684.1				0.05494				1.12			
1659301753	613.7				0.05562				1.11			
1659301963	645.2				0.05505				1.12			
1659302173	554.1				0.0559				1.11			
1659304480	529.3				0.05556				1.14			
1659304899	449.6				0.05657				1.13			
1659305109	462.9				0.05622				1.15			
1659305318	411.3				0.05665				1.13			
1659305528	406.2				0.05654				1.14			
1659305738	389.9				0.05688				1.14			
1659305947	328				0.05712				1.11			
1659308255	277				0.05752				1.12			
1659308465	257.8				0.05759				1.12			
1659308675	233.8				0.05778				1.11			
1659308885	219.8				0.058				1.11			
1659309095	230.2				0.0567				1.12			
1659309305	221.3				0.05717				1.12			
1659309515	213				0.05695				1.12			
1659309935	190.1				0.05721				1.12			
1659312246	130.2				0.05737				1.12			
1659362230	15920		  	  	0.01895		  	  	1.19		  	  
1659362440	15599.4		  	  	0.01937		  	  	1.2		  	  
1659362649	15679.3		  	  	0.01969		  	  	1.2		  	  
1659362859	15298.3		  	  	0.02012		  	  	1.2		  	  
1659363069	15178		  	  	0.0205		  	  	1.2		  	  
1659363279	14779.2		  	  	0.021		  	  	1.2		  	  
1659363488	14429.2		  	  	0.02143		  	  	1.19		  	  
1659367058	10313.6		  	  	0.02656		  	  	1.19		  	  
1659369790	8096.6		  	  	0.03073		  	  	1.17		  	  
1659370000	7760.7		  	  	0.03112		  	  	1.17		  	  
1659370211	7417.5		  	  	0.03138		  	  	1.17		  	  
1659370421	7178.2		  	  	0.03161		  	  	1.17		  	  
1659370631	7092.9		  	  	0.03185		  	  	1.17		  	  
1659370841	6855.6		  	  	0.03205		  	  	1.17		  	  
1659371051	6381.7		  	  	0.03239		  	  	1.17		  	  
1659371261	6121.1		  	  	0.03249		  	  	1.17		  	  
1659373574	4306.2		  	  	0.03383		  	  	1.17		  	  
1659373784	4388.5		  	  	0.03385		  	  	1.17		  	  
1659373994	4337.6		  	  	0.03411		  	  	1.17		  	  
1659374204	4221		  	  	0.03461		  	  	1.17		  	  
1659374414	4008.9		  	  	0.03497		  	  	1.17		  	  
1659374624	3964.8		  	  	0.03576		  	  	1.17		  	  
1659374834	3837		  	  	0.03571		  	  	1.17		  	  
1659375045	3717.4		  	  	0.03611		  	  	1.17		  	  
1659377357	2777.8		  	  	0.03819		  	  	1.17		  	  
1659377567	2640.9		  	  	0.03818		  	  	1.17		  	  
1659377778	2589.8		  	  	0.03807		  	  	1.17		  	  
1659377988	2426.7		  	  	0.03828		  	  	1.17		  	  
1659378198	2296.7		  	  	0.03875		  	  	1.17		  	  
1659378409	2246.6		  	  	0.03835		  	  	1.17		  	  
1659378619	2133.2		  	  	0.03852		  	  	1.17		  	  
1659378829	1938.5		  	  	0.03863		  	  	1.16		  	  
1659381141	1620.8		  	  	0.04079		  	  	1.17		  	  
1659381351	1585.7		  	  	0.04103		  	  	1.17		  	  
1659381561	1533.5		  	  	0.04156		  	  	1.16		  	  
1659381771	1554.6		  	  	0.04202		  	  	1.15		  	  
1659381981	1447.8		  	  	0.04265		  	  	1.16		  	  
1659382192	1358.8		  	  	0.04325		  	  	1.15		  	  
1659385135	985.6		  	  	0.05001		  	  	1.14		  	  
1659385345	965.3		  	  	0.05021		  	  	1.15		  	  
1659385555	926.3		  	  	0.05064		  	  	1.15		  	  
1659385765	856.5		  	  	0.05064		  	  	1.14		  	  
1659385976	827		  	  	0.05075		  	  	1.14		  	  
1659386186	773.4		  	  	0.05112		  	  	1.12		  	  
1659386396	763.5		  	  	0.05128		  	  	1.14		  	  
1659386606	732.3		  	  	0.05167		  	  	1.14		  	  
1659388919	543.9		  	  	0.05278		  	  	1.14		  	  
1659389130	492.2		  	  	0.05307		  	  	1.14		  	  
1659389340	486.3		  	  	0.05289		  	  	1.14		  	  
1659389550	444.8		  	  	0.05326		  	  	1.12		  	  
1659389760	422.8		  	  	0.05351		  	  	1.13		  	  
1659389971	416.7		  	  	0.0534		  	  	1.14		  	  
1659390181	403.6		  	  	0.05357		  	  	1.14		  	
1659390391	380.4		  	  	0.05374		  	  	1.13		  	  
1659392703	276.7		  	  	0.05467		  	  	1.13		  	  
1659392914	268.6		  	  	0.05483		  	  	1.13		  	  
1659393124	262.4		  	  	0.05481		  	  	1.14		  	  
1659393334	238.9		  	  	0.05502		  	  	1.13		  	  
